"pnro","nimi","kunta","maakunta","hinta2016keski","hinta2016min","hinta2016max","trendi2016keski","trendi2016min","trendi2016max"
"22100","Maarianhamina","Maarianhamina","Ahvenanmaan maakunta",1400,1360,1450,-1.7,-2,-1.3
"22410","Godby","Finström","Ahvenanmaan maakunta",1160,1140,1190,-2.9,-3.2,-2.7
"22150","Jomala Centrum","Jomala","Ahvenanmaan maakunta",1140,1110,1170,-3.1,-3.3,-2.8
"22320","Ödkarby","Saltvik","Ahvenanmaan maakunta",1090,1060,1120,-3.4,-3.7,-3.1
"22610","Lemland","Lemland","Ahvenanmaan maakunta",1090,1060,1110,-3.4,-3.7,-3.1
"22130","Gottby","Jomala","Ahvenanmaan maakunta",1080,1050,1100,-3.5,-3.7,-3.2
"22310","Pålsböle","Finström","Ahvenanmaan maakunta",1070,1050,1100,-3.5,-3.8,-3.2
"22910","Torsholma","Brändö","Ahvenanmaan maakunta",1080,1050,1100,-3.5,-3.8,-3.2
"22240","Hammarland","Hammarland","Ahvenanmaan maakunta",1060,1040,1090,-3.6,-3.8,-3.2
"22220","Emkarby","Finström","Ahvenanmaan maakunta",1060,1030,1080,-3.6,-3.9,-3.3
"22520","Tosarby","Sund","Ahvenanmaan maakunta",1050,1030,1080,-3.6,-3.9,-3.3
"22630","Lumparland","Lumparland","Ahvenanmaan maakunta",1060,1030,1080,-3.6,-3.9,-3.3
"22270","Storby","Eckerö","Ahvenanmaan maakunta",1050,1020,1070,-3.7,-4,-3.3
"22330","Tjudö","Finström","Ahvenanmaan maakunta",1050,1020,1070,-3.6,-3.9,-3.3
"22530","Sund","Sund","Ahvenanmaan maakunta",1050,1020,1070,-3.7,-4,-3.3
"22430","Saltvik","Saltvik","Ahvenanmaan maakunta",1040,1010,1060,-3.7,-4,-3.4
"22920","Brändö-Åland","Brändö","Ahvenanmaan maakunta",1030,1010,1060,-3.7,-4.1,-3.4
"22940","Åva","Brändö","Ahvenanmaan maakunta",1030,1010,1060,-3.7,-4.1,-3.4
"22720","Sottunga","Sottunga","Ahvenanmaan maakunta",1020,1000,1050,-3.8,-4.1,-3.5
"22730","Kökar","Kökar","Ahvenanmaan maakunta",1030,1000,1050,-3.8,-4.1,-3.5
"22950","Jurmo","Brändö","Ahvenanmaan maakunta",1030,1000,1060,-3.8,-4.1,-3.4
"22340","Geta","Geta","Ahvenanmaan maakunta",1010,990,1040,-3.9,-4.2,-3.5
"22830","Enklinge","Kumlinge","Ahvenanmaan maakunta",1020,990,1050,-3.8,-4.2,-3.5
"22550","Vårdö","Vårdö","Ahvenanmaan maakunta",1010,980,1040,-3.9,-4.3,-3.6
"22710","Ålands Degerby","Föglö","Ahvenanmaan maakunta",1010,980,1040,-3.9,-4.3,-3.6
"22820","Kumlinge","Kumlinge","Ahvenanmaan maakunta",1010,980,1040,-3.9,-4.2,-3.5
"22840","Lappo","Brändö","Ahvenanmaan maakunta",1000,970,1020,-4,-4.4,-3.6
"22930","Fiskö","Brändö","Ahvenanmaan maakunta",990,960,1020,-4,-4.4,-3.7
"53100","Lappeenranta keskus","Lappeenranta","Etelä-Karjala",2370,2290,2440,0.7,-0.4,1.7
"53600","Kesämäki","Lappeenranta","Etelä-Karjala",2370,2280,2460,1.5,0.3,2.6
"53900","Pallo-Tysterniemi-Leiri","Lappeenranta","Etelä-Karjala",2320,2230,2410,0.2,-0.9,1.3
"53500","Parkkarila-Harapainen-Reijola","Lappeenranta","Etelä-Karjala",2030,1930,2120,0.6,-0.7,1.9
"53130","Keskussairaala-alue-Kimpinen","Lappeenranta","Etelä-Karjala",1760,1590,1930,-0.6,-1.6,0.3
"54110","Lampikangas","Lappeenranta","Etelä-Karjala",1580,1490,1670,-0.9,-2.5,0.6
"53550","Kourulanmäki","Lappeenranta","Etelä-Karjala",1630,1460,1790,-0.9,-2,0.1
"53200","Kaukas-Tirilä","Lappeenranta","Etelä-Karjala",1510,1440,1580,-1.9,-3.1,-0.7
"53850","Skinnarila","Lappeenranta","Etelä-Karjala",1490,1440,1530,-1.8,-2.7,-0.9
"53300","Lauritsala-Mälkiä","Lappeenranta","Etelä-Karjala",1490,1430,1550,-1.2,-2.4,-0.1
"54915","Saimaanharju-Kyläniemi","Taipalsaari","Etelä-Karjala",1490,1410,1570,-2.6,-4.2,-0.9
"53810","Kuusimäki-Lavola","Lappeenranta","Etelä-Karjala",1430,1380,1470,-1.3,-2.3,-0.3
"55100","Imatra Keskus","Imatra","Etelä-Karjala",1430,1370,1490,0.8,-0.6,2
"55420","Karhumäki-Karhukallio","Imatra","Etelä-Karjala",1460,1370,1550,-0.1,-1.5,1.3
"54920","Taipalsaari","Taipalsaari","Etelä-Karjala",1460,1330,1570,-3.4,-5.1,-1.7
"53920","Voisalmi","Lappeenranta","Etelä-Karjala",1330,1280,1370,-2.6,-3.6,-1.6
"54120","Pulp","Lappeenranta","Etelä-Karjala",1340,1230,1450,-2.2,-3.6,-0.8
"53650","Mattila-Kuusela","Lappeenranta","Etelä-Karjala",1320,1210,1420,-2.5,-3.9,-1.2
"54710","Lemi Keskus","Lemi","Etelä-Karjala",1300,1210,1390,-3.5,-5.2,-1.8
"53950","Kivisalmi","Lappeenranta","Etelä-Karjala",1220,1170,1270,-2.9,-4.1,-1.7
"53830","Rutola","Lappeenranta","Etelä-Karjala",1270,1160,1390,-2.5,-3.6,-1.5
"54100","Joutseno Keskus","Lappeenranta","Etelä-Karjala",1180,1130,1230,-2.8,-4.1,-1.5
"56100","Ruokolahti Keskus","Ruokolahti","Etelä-Karjala",1190,1120,1260,-2.3,-4.1,-0.7
"54800","Savitaipale Keskus","Savitaipale","Etelä-Karjala",1150,1100,1210,-3.4,-4.9,-1.9
"54960","Vehkataipale","Taipalsaari","Etelä-Karjala",1200,1090,1300,-4,-5.4,-2.6
"54260","Hanhijärvi","Lappeenranta","Etelä-Karjala",1160,1080,1240,-3.7,-4.7,-2.5
"54530","Luumäki","Luumäki","Etelä-Karjala",1190,1080,1300,-3.8,-5.4,-2.2
"54850","Kuukanniemi","Lemi","Etelä-Karjala",1220,1070,1340,-3.5,-5.3,-1.8
"54930","Levänen","Taipalsaari","Etelä-Karjala",1180,1070,1290,-4.1,-5.5,-2.7
"54310","Hytti","Lappeenranta","Etelä-Karjala",1150,1060,1230,-3.8,-4.9,-2.6
"54300","Vilkjärvi","Lappeenranta","Etelä-Karjala",1130,1050,1210,-3.9,-5,-2.7
"54230","Nuijamaa","Lappeenranta","Etelä-Karjala",1130,1040,1200,-3.9,-5,-2.8
"54330","Simola","Lappeenranta","Etelä-Karjala",1120,1040,1200,-3.9,-5,-2.8
"54270","Vainikkala","Lappeenranta","Etelä-Karjala",1110,1030,1190,-4,-5.1,-2.9
"53400","Laihia","Lappeenranta","Etelä-Karjala",1140,1020,1270,-3.4,-4.8,-2
"54720","Laksiainen","Lemi","Etelä-Karjala",1160,1020,1270,-4,-5.4,-2.7
"54190","Konnunsuo","Lappeenranta","Etelä-Karjala",1110,1010,1210,-3.6,-4.9,-2.2
"55700","Vintteri-Virasoja","Imatra","Etelä-Karjala",1070,1010,1130,-1.5,-3,0
"54250","Rapattila","Lappeenranta","Etelä-Karjala",1080,1000,1160,-4.2,-5.3,-3.1
"54750","Välijoki","Savitaipale","Etelä-Karjala",1130,1000,1230,-4.2,-5.5,-2.9
"54950","Pettilä","Savitaipale","Etelä-Karjala",1120,1000,1240,-4.6,-6,-3.2
"54820","Kotimäki","Lemi","Etelä-Karjala",1090,990,1180,-4.2,-5.5,-2.9
"55120","Mansikkala-Tuulikallio","Imatra","Etelä-Karjala",1040,990,1070,-0.6,-1.8,0.6
"54390","Pulsa","Lappeenranta","Etelä-Karjala",1060,980,1130,-4.4,-5.5,-3.2
"54770","Heituinlahti","Savitaipale","Etelä-Karjala",1110,980,1220,-4.3,-5.7,-3
"54940","Solkei","Taipalsaari","Etelä-Karjala",1100,980,1230,-4.7,-6.2,-3.3
"59100","Parikkala Keskus","Parikkala","Etelä-Karjala",1040,970,1120,-1.4,-3.5,0.8
"54510","Uro","Luumäki","Etelä-Karjala",1050,950,1160,-4.3,-5.6,-3
"55320","Rauha","Lappeenranta","Etelä-Karjala",1010,950,1080,-1.2,-2.8,0.3
"55300","Rauha-Tiuruniemi","Lappeenranta","Etelä-Karjala",1020,940,1080,-1.2,-2.8,0.4
"56120","Salosaari","Ruokolahti","Etelä-Karjala",1030,910,1140,-2.7,-4.6,-1
"54550","Suo-Anttila","Luumäki","Etelä-Karjala",1000,900,1100,-4.7,-6,-3.3
"54580","Somerharju","Luumäki","Etelä-Karjala",1000,890,1090,-4.7,-6.1,-3.3
"54590","Kaitjärvi","Luumäki","Etelä-Karjala",990,880,1080,-4.8,-6.2,-3.4
"54430","Hujakkala","Lappeenranta","Etelä-Karjala",980,870,1070,-4.5,-5.9,-3.1
"59510","Maironiemi","Parikkala","Etelä-Karjala",970,850,1080,-1.9,-3.6,0
"54460","Ylijärvi","Lappeenranta","Etelä-Karjala",950,840,1050,-4.7,-6.1,-3.3
"56510","Puntala","Ruokolahti","Etelä-Karjala",950,840,1050,-3.3,-5,-1.6
"59310","Särkisalmi","Parikkala","Etelä-Karjala",960,840,1070,-2,-3.7,-0.1
"59130","Koitsanlahti","Parikkala","Etelä-Karjala",950,830,1060,-2,-3.7,-0.1
"54500","Taavetti-Somerharju","Luumäki","Etelä-Karjala",870,820,910,-5.2,-6.8,-3.8
"55610","Rajapatsas-Teppanala","Imatra","Etelä-Karjala",840,810,880,-2.2,-3.5,-1
"56610","Rautjärvi","Rautjärvi","Etelä-Karjala",900,810,1010,-3.5,-5.2,-1.9
"59410","Kirjavala","Parikkala","Etelä-Karjala",920,810,1030,-2.2,-3.9,-0.3
"59520","Saari","Parikkala","Etelä-Karjala",920,810,1020,-2.3,-3.9,-0.3
"59610","Tarnala","Parikkala","Etelä-Karjala",920,810,1020,-2.3,-3.9,-0.3
"56550","Niska-Pietilä","Rautjärvi","Etelä-Karjala",900,800,1000,-3.6,-5.3,-1.9
"59320","Haapaoja","Parikkala","Etelä-Karjala",910,800,1010,-2.3,-4,-0.4
"59530","Mikkolanniemi","Parikkala","Etelä-Karjala",910,800,1010,-2.3,-4,-0.4
"59710","Kummunkylä","Parikkala","Etelä-Karjala",910,800,1010,-2.3,-4,-0.4
"55330","Tiuruniemi","Lappeenranta","Etelä-Karjala",880,790,950,-2.2,-3.6,-0.8
"59210","Melkoniemi","Parikkala","Etelä-Karjala",890,790,980,-2.5,-4.2,-0.6
"59720","Niukkala","Parikkala","Etelä-Karjala",900,790,1000,-2.4,-4.1,-0.5
"56640","Purnujärvi","Rautjärvi","Etelä-Karjala",870,780,970,-3.7,-5.5,-2.1
"56710","Miettilä","Rautjärvi","Etelä-Karjala",880,780,980,-3.7,-5.4,-2
"54410","Ylämaa Keskus","Lappeenranta","Etelä-Karjala",870,770,970,-4.8,-6.5,-3
"56140","Äitsaari","Ruokolahti","Etelä-Karjala",880,770,1000,-3.8,-5.7,-1.9
"59730","Uukuniemi","Parikkala","Etelä-Karjala",860,770,960,-2.6,-4.4,-0.8
"56410","Kaiturinpää","Ruokolahti","Etelä-Karjala",850,750,950,-3.9,-5.5,-2.2
"56730","Laikko","Rautjärvi","Etelä-Karjala",850,750,940,-3.9,-5.6,-2.2
"56210","Virmutjoki","Ruokolahti","Etelä-Karjala",840,740,940,-4,-5.6,-2.3
"55400","Tainionkoski-Mustalampi","Imatra","Etelä-Karjala",830,730,930,-1.7,-3.4,0
"55800","Vuoksenniska-Saarlampi","Imatra","Etelä-Karjala",750,720,780,-3.6,-5,-2.2
"53420","Mustola","Lappeenranta","Etelä-Karjala",840,710,940,-3.8,-5.4,-2.1
"56330","Utula","Ruokolahti","Etelä-Karjala",810,710,910,-4.2,-5.9,-2.5
"56440","Pohja-Lankila","Ruokolahti","Etelä-Karjala",800,710,890,-4.2,-6,-2.6
"56310","Syyspohja","Ruokolahti","Etelä-Karjala",780,690,870,-4.4,-6.1,-2.7
"56800","Simpele","Rautjärvi","Etelä-Karjala",740,690,780,-4.1,-6.1,-2.1
"46530","Kannuskoski","Luumäki","Etelä-Karjala",760,670,830,-6.3,-7.7,-4.8
"55910","Rautio-Kurkvuori","Imatra","Etelä-Karjala",690,650,720,-2.2,-3.6,-0.7
"55510","Sotkulampi-Linnasuo","Imatra","Etelä-Karjala",680,640,710,-2.8,-4.3,-1.4
"56350","Kyläniemi","Taipalsaari","Etelä-Karjala",700,610,790,-5.1,-6.9,-3.2
"60100","Seinäjoki Keskus","Seinäjoki","Etelä-Pohjanmaa",2240,2180,2300,4.3,3.4,5.2
"60510","Hyllykallio","Seinäjoki","Etelä-Pohjanmaa",2190,2130,2250,2.9,2.1,3.8
"60200","Törnävä","Seinäjoki","Etelä-Pohjanmaa",2070,2010,2140,1.3,0.3,2.2
"60320","Alakylä-Jouppi","Seinäjoki","Etelä-Pohjanmaa",2060,1980,2140,2.2,1.1,3.4
"60220","Huhtala","Seinäjoki","Etelä-Pohjanmaa",2020,1940,2100,2.5,1.4,3.6
"60560","Halkosaari","Seinäjoki","Etelä-Pohjanmaa",2100,1900,2280,2.3,0.9,3.6
"60120","Pohja","Seinäjoki","Etelä-Pohjanmaa",1940,1870,2010,3.2,2.2,4.2
"60150","Kasperi","Seinäjoki","Etelä-Pohjanmaa",1660,1600,1720,3.4,2.4,4.5
"60550","Nurmo Keskus","Seinäjoki","Etelä-Pohjanmaa",1650,1570,1720,1.7,0.5,2.9
"61850","Kauhajoki Asemanseutu","Kauhajoki","Etelä-Pohjanmaa",1730,1560,1910,-0.4,-2,1.3
"62100","Lapua Keskus","Lapua","Etelä-Pohjanmaa",1560,1500,1620,1.3,0,2.5
"60720","Tuomikylä","Ilmajoki","Etelä-Pohjanmaa",1590,1490,1690,1.3,-0.1,2.6
"60420","Impivaara","Seinäjoki","Etelä-Pohjanmaa",1590,1480,1700,0.8,-0.1,1.6
"60800","Ilmajoki Keskus","Ilmajoki","Etelä-Pohjanmaa",1550,1470,1620,0.5,-0.9,1.8
"60450","Munakka","Ilmajoki","Etelä-Pohjanmaa",1440,1330,1560,0,-0.9,0.9
"60760","Pohjanluoma","Ilmajoki","Etelä-Pohjanmaa",1470,1310,1620,0.2,-1,1.4
"60640","Kurjenneva","Seinäjoki","Etelä-Pohjanmaa",1380,1270,1500,-0.4,-1.3,0.6
"61800","Kauhajoki Keskus","Kauhajoki","Etelä-Pohjanmaa",1330,1270,1380,-0.6,-1.9,0.7
"62900","Alajärvi Keskus","Alajärvi","Etelä-Pohjanmaa",1310,1250,1370,-0.2,-1.6,1.2
"61300","Kurikka Keskus","Kurikka","Etelä-Pohjanmaa",1270,1210,1330,-0.7,-2.1,0.6
"60280","Eskoon Keskuslaitosalue","Seinäjoki","Etelä-Pohjanmaa",1310,1140,1470,-1.2,-2.5,-0.1
"62370","Kangasto","Kauhava","Etelä-Pohjanmaa",1280,1120,1440,0.4,-1.1,1.9
"63610","Tuuri","Alavus","Etelä-Pohjanmaa",1210,1120,1310,-2.7,-4.4,-0.9
"61400","Ylistaro Keskus","Seinäjoki","Etelä-Pohjanmaa",1170,1110,1230,-1.5,-2.9,-0.2
"61100","Peräseinäjoki Keskus","Seinäjoki","Etelä-Pohjanmaa",1160,1100,1220,-2,-3.2,-0.6
"61820","Kainasto","Kauhajoki","Etelä-Pohjanmaa",1210,1100,1320,-1.7,-3.1,-0.3
"61860","Harja","Kauhajoki","Etelä-Pohjanmaa",1210,1100,1320,-1.7,-3.1,-0.3
"61810","Luomankylä","Kauhajoki","Etelä-Pohjanmaa",1200,1090,1310,-1.7,-3.1,-0.4
"63300","Alavus Keskus","Alavus","Etelä-Pohjanmaa",1140,1090,1190,-1.7,-3,-0.3
"62200","Kauhava Keskus","Kauhava","Etelä-Pohjanmaa",1130,1070,1170,-0.2,-1.7,1.2
"61310","Panttila","Kurikka","Etelä-Pohjanmaa",1200,1060,1320,-1.3,-2.5,0
"61330","Koskenkorva","Ilmajoki","Etelä-Pohjanmaa",1190,1060,1310,-1.3,-2.6,-0.1
"62510","Kuoppa-aho","Evijärvi","Etelä-Pohjanmaa",1140,1060,1230,-0.6,-1.8,0.6
"62730","Haukkala","Alajärvi","Etelä-Pohjanmaa",1150,1060,1240,-0.6,-1.7,0.6
"62150","Rintakangas","Kauhava","Etelä-Pohjanmaa",1170,1050,1300,-0.6,-1.8,0.7
"62740","Koskenvarsi","Alajärvi","Etelä-Pohjanmaa",1130,1050,1220,-0.6,-1.8,0.5
"61840","Norinkylä","Teuva","Etelä-Pohjanmaa",1160,1040,1270,-2,-3.4,-0.6
"62160","Karhunkylä","Lapua","Etelä-Pohjanmaa",1150,1030,1270,-0.7,-1.9,0.6
"62165","Tiisteenjoki","Lapua","Etelä-Pohjanmaa",1150,1030,1270,-0.7,-1.9,0.6
"62190","Ruha","Lapua","Etelä-Pohjanmaa",1140,1020,1260,-0.7,-2,0.6
"61110","Vuolle","Seinäjoki","Etelä-Pohjanmaa",1110,1010,1210,-2,-3.1,-0.7
"61120","Louko","Seinäjoki","Etelä-Pohjanmaa",1110,1010,1210,-2,-3.1,-0.7
"62600","Lappajärvi Keskus","Lappajärvi","Etelä-Pohjanmaa",1120,1010,1210,-1,-2.6,0.5
"62940","Hoisko","Alajärvi","Etelä-Pohjanmaa",1130,1010,1240,-0.9,-2.3,0.6
"61880","Ikkeläjärvi","Kauhajoki","Etelä-Pohjanmaa",1130,1000,1240,-2.3,-3.6,-0.8
"62130","Hellanmaa","Lapua","Etelä-Pohjanmaa",1110,1000,1230,-0.9,-2.1,0.4
"62710","Kurejoki","Alajärvi","Etelä-Pohjanmaa",1080,1000,1160,-0.9,-2.1,0.3
"61220","Myllysalo","Kurikka","Etelä-Pohjanmaa",1070,990,1150,-2.2,-3.3,-1.1
"61230","Luopa","Kurikka","Etelä-Pohjanmaa",1070,990,1150,-2.2,-3.3,-1.2
"61140","Pasto","Seinäjoki","Etelä-Pohjanmaa",1080,980,1190,-2.2,-3.4,-0.9
"61160","Koura","Seinäjoki","Etelä-Pohjanmaa",1080,980,1180,-2.2,-3.4,-0.9
"61280","Jokipii","Jalasjärvi","Etelä-Pohjanmaa",1070,980,1140,-2.3,-3.4,-1.2
"61360","Mieto","Kurikka","Etelä-Pohjanmaa",1100,980,1220,-1.9,-3.1,-0.6
"61710","Pentinmäki","Jalasjärvi","Etelä-Pohjanmaa",1070,980,1150,-2.2,-3.4,-1.2
"62720","Sissala","Alajärvi","Etelä-Pohjanmaa",1060,980,1140,-1.1,-2.3,0.2
"66320","Niemenkylä","Kurikka","Etelä-Pohjanmaa",1110,980,1250,-0.5,-2,0.9
"61270","Luopajärvi","Jalasjärvi","Etelä-Pohjanmaa",1060,970,1140,-2.3,-3.4,-1.2
"61470","Kitinoja","Seinäjoki","Etelä-Pohjanmaa",1090,970,1200,-2.2,-3.5,-0.8
"61250","Jalasto","Jalasjärvi","Etelä-Pohjanmaa",1050,960,1120,-2.4,-3.5,-1.3
"61370","Lohiluoma","Kurikka","Etelä-Pohjanmaa",1080,960,1200,-2,-3.3,-0.7
"62950","Paalijärvi","Alajärvi","Etelä-Pohjanmaa",1080,960,1180,-1.2,-2.6,0.3
"61170","Sääskiniemi","Alavus","Etelä-Pohjanmaa",1050,950,1160,-2.4,-3.6,-1.1
"61180","Haapaluoma","Seinäjoki","Etelä-Pohjanmaa",1050,950,1160,-2.4,-3.6,-1.1
"61350","Huissi","Ilmajoki","Etelä-Pohjanmaa",1080,950,1190,-2,-3.4,-0.7
"62170","Lakaluoma","Lapua","Etelä-Pohjanmaa",1060,950,1170,-1.2,-2.5,0.2
"62420","Kortesjärvi Keskus","Kauhava","Etelä-Pohjanmaa",1030,950,1110,-1.2,-2.5,0
"61410","Ylistaro Asemanseutu","Seinäjoki","Etelä-Pohjanmaa",1060,940,1170,-2.4,-3.7,-1
"61430","Isorehto","Seinäjoki","Etelä-Pohjanmaa",1050,930,1160,-2.5,-3.8,-1.1
"61460","Hanhikoski","Seinäjoki","Etelä-Pohjanmaa",1040,930,1150,-2.5,-3.8,-1.1
"61720","Koskue","Jalasjärvi","Etelä-Pohjanmaa",1020,930,1100,-2.5,-3.7,-1.5
"61940","Hyyppä","Kauhajoki","Etelä-Pohjanmaa",1020,930,1090,-2.6,-3.7,-1.5
"62220","Pernaa","Kauhava","Etelä-Pohjanmaa",1050,930,1150,-0.9,-2.2,0.3
"62230","Jylhä","Kauhava","Etelä-Pohjanmaa",1040,930,1150,-1,-2.3,0.3
"62300","Härmä","Kauhava","Etelä-Pohjanmaa",980,930,1040,-1,-2.3,0.3
"62410","Rintala","Kauhava","Etelä-Pohjanmaa",1010,930,1090,-1.4,-2.6,-0.1
"62500","Evijärvi Keskus","Evijärvi","Etelä-Pohjanmaa",1020,930,1090,-1.3,-2.6,-0.1
"62660","Itäkylä","Lappajärvi","Etelä-Pohjanmaa",1040,930,1160,-1.3,-2.7,0.1
"66370","Närvijoki","Kurikka","Etelä-Pohjanmaa",1050,930,1170,-0.9,-2.4,0.6
"61340","Nopankylä","Ilmajoki","Etelä-Pohjanmaa",1040,920,1160,-2.2,-3.6,-1
"61450","Kylänpää","Seinäjoki","Etelä-Pohjanmaa",1040,920,1150,-2.5,-3.9,-1.1
"61760","Ilvesjoki","Jalasjärvi","Etelä-Pohjanmaa",1000,920,1080,-2.7,-3.8,-1.6
"61980","Päntäne","Kauhajoki","Etelä-Pohjanmaa",1000,920,1080,-2.7,-3.8,-1.6
"62430","Peltotupa","Kauhava","Etelä-Pohjanmaa",1010,920,1080,-1.4,-2.6,-0.1
"62440","Perkiömäki","Kauhava","Etelä-Pohjanmaa",1000,920,1080,-1.4,-2.6,-0.1
"62520","Kautiainen","Evijärvi","Etelä-Pohjanmaa",1000,920,1070,-1.4,-2.7,-0.1
"61290","Taivalmaa","Jalasjärvi","Etelä-Pohjanmaa",1000,910,1080,-2.7,-3.8,-1.6
"61440","Untamala","Seinäjoki","Etelä-Pohjanmaa",1030,910,1140,-2.6,-4,-1.2
"61600","Jalasjärvi Keskus","Jalasjärvi","Etelä-Pohjanmaa",950,910,990,-2.6,-3.9,-1.2
"62620","Ala-Seppä","Lappajärvi","Etelä-Pohjanmaa",1030,910,1140,-1.4,-2.8,0
"66340","Sarvijoki","Kurikka","Etelä-Pohjanmaa",1030,910,1150,-1,-2.6,0.5
"66360","Kesti","Kurikka","Etelä-Pohjanmaa",1030,910,1150,-1,-2.6,0.5
"61910","Nummijärvi","Kauhajoki","Etelä-Pohjanmaa",980,900,1060,-2.8,-3.9,-1.7
"61950","Juonikylä","Kauhajoki","Etelä-Pohjanmaa",980,900,1060,-2.8,-4,-1.7
"62350","Ekola","Kauhava","Etelä-Pohjanmaa",990,900,1090,-1.3,-2.5,0
"62380","Kosolankylä","Kauhava","Etelä-Pohjanmaa",990,900,1080,-1.3,-2.6,0
"62540","Vasikka-aho","Evijärvi","Etelä-Pohjanmaa",990,900,1060,-1.5,-2.8,-0.2
"62640","Savonkylä","Lappajärvi","Etelä-Pohjanmaa",1010,900,1120,-1.5,-2.9,0
"62920","Levijoki","Alajärvi","Etelä-Pohjanmaa",1020,900,1120,-1.5,-2.9,0
"66300","Jurva Keskus","Kurikka","Etelä-Pohjanmaa",1000,900,1100,-1,-2.9,0.8
"62175","Ylikylä-Mäenpää","Lapua","Etelä-Pohjanmaa",1010,890,1120,-1.4,-2.8,-0.1
"62295","Kauhajärvi","Lapua","Etelä-Pohjanmaa",1010,890,1110,-1.2,-2.5,0.1
"62435","Pirttinen","Kauhava","Etelä-Pohjanmaa",970,890,1040,-1.6,-2.9,-0.3
"62470","Purmojärvi","Kauhava","Etelä-Pohjanmaa",980,890,1040,-1.6,-2.9,-0.3
"62570","Särkilä","Evijärvi","Etelä-Pohjanmaa",970,890,1040,-1.7,-2.9,-0.3
"62630","Karvala","Lappajärvi","Etelä-Pohjanmaa",1000,890,1110,-1.5,-3,-0.1
"62750","Saukonkylä","Alajärvi","Etelä-Pohjanmaa",970,890,1040,-1.6,-2.9,-0.3
"62830","Luoma-Aho","Alajärvi","Etelä-Pohjanmaa",1000,890,1100,-1.4,-2.8,0.1
"62860","Sahi","Vimpeli","Etelä-Pohjanmaa",1000,890,1100,-1.4,-2.8,0.1
"63100","Kuortane Keskus","Kuortane","Etelä-Pohjanmaa",950,890,1020,-2.8,-4.2,-1.2
"61380","Polvenkylä","Kurikka","Etelä-Pohjanmaa",1000,880,1110,-2.6,-3.9,-1.3
"61730","Yli-Valli","Jalasjärvi","Etelä-Pohjanmaa",970,880,1050,-2.9,-4.1,-1.8
"61920","Nummikoski","Kauhajoki","Etelä-Pohjanmaa",960,880,1050,-2.9,-4.1,-1.8
"62185","Mäki-Paavola","Lapua","Etelä-Pohjanmaa",1000,880,1110,-1.5,-2.9,-0.1
"63700","Ähtäri Keskus","Ähtäri","Etelä-Pohjanmaa",940,880,1000,-4.9,-6.7,-3.2
"66330","Hakko","Kurikka","Etelä-Pohjanmaa",990,880,1110,-1.3,-2.8,0.2
"62290","Hirvikylä","Lapua","Etelä-Pohjanmaa",990,870,1090,-1.3,-2.6,0
"62340","Kuoppa-Vakkuri","Kauhava","Etelä-Pohjanmaa",960,870,1050,-1.5,-2.8,-0.1
"62610","Tarvola","Lappajärvi","Etelä-Pohjanmaa",980,870,1090,-1.7,-3.2,-0.2
"62760","Menkijärvi","Alajärvi","Etelä-Pohjanmaa",950,870,1020,-1.7,-3,-0.4
"63400","Alavus Asemanseutu","Alavus","Etelä-Pohjanmaa",940,870,1010,-3.4,-4.7,-2.1
"62260","Hirvijoki","Kauhava","Etelä-Pohjanmaa",970,860,1080,-1.4,-2.7,-0.1
"62310","Voltti","Kauhava","Etelä-Pohjanmaa",950,860,1050,-1.5,-2.8,-0.1
"62375","Ylihärmä Keskus-Vesiluoma","Kauhava","Etelä-Pohjanmaa",920,860,970,-1.7,-3.2,-0.3
"64700","Teuva Keskus","Teuva","Etelä-Pohjanmaa",910,860,960,-1.2,-2.9,0.5
"64900","Isojoki Keskus","Isojoki","Etelä-Pohjanmaa",950,860,1030,-1.6,-3.6,0.2
"61150","Sydänmaa","Alavus","Etelä-Pohjanmaa",970,850,1080,-3,-4.2,-1.7
"61630","Hirvijärvi","Jalasjärvi","Etelä-Pohjanmaa",960,850,1060,-3.1,-4.4,-1.8
"61680","Mantila","Jalasjärvi","Etelä-Pohjanmaa",960,850,1060,-3,-4.4,-1.7
"62240","Huhmarkoski","Kauhava","Etelä-Pohjanmaa",970,850,1070,-1.5,-2.7,-0.1
"62990","Möksy","Alajärvi","Etelä-Pohjanmaa",970,850,1080,-1.9,-3.3,-0.3
"64760","Peltola","Teuva","Etelä-Pohjanmaa",930,850,1020,-1.5,-3,0
"66350","Tainus","Kurikka","Etelä-Pohjanmaa",970,850,1080,-1.4,-3,0.1
"63410","Rantatöysä","Alavus","Etelä-Pohjanmaa",910,840,970,-3.6,-4.9,-2.4
"61960","Kyrönlatva","Kauhajoki","Etelä-Pohjanmaa",910,830,990,-3.3,-4.5,-2.2
"63250","Rantala","Kuortane","Etelä-Pohjanmaa",890,830,950,-3.7,-5,-2.5
"62280","Mustamaa","Lapua","Etelä-Pohjanmaa",950,820,1050,-1.6,-2.9,-0.2
"64720","Perälä","Teuva","Etelä-Pohjanmaa",910,820,990,-1.6,-3.2,-0.2
"63330","Pahajoki","Alavus","Etelä-Pohjanmaa",890,810,980,-3.5,-4.9,-2.2
"63340","Sapsalampi","Alavus","Etelä-Pohjanmaa",890,810,970,-3.5,-5,-2.2
"64350","Karijoki Keskus","Karijoki","Etelä-Pohjanmaa",910,810,1010,-2,-4,0
"64770","Äystö","Teuva","Etelä-Pohjanmaa",900,810,980,-1.7,-3.2,-0.2
